REPORTE DE LIMPIEZA DE DATOS
========================================
Venta 1: sin registro de stock previo, se elimina.
Venta 642: sin registro de stock previo, se elimina.
Venta 643: sin registro de stock previo, se elimina.
Venta 644: sin registro de stock previo, se elimina.
Venta 645: sin registro de stock previo, se elimina.
Venta 646: sin registro de stock previo, se elimina.
Venta 647: sin registro de stock previo, se elimina.
Venta 648: sin registro de stock previo, se elimina.
Venta 649: sin registro de stock previo, se elimina.
Venta 650: sin registro de stock previo, se elimina.
Venta 651: stock insuficiente (0 < 2) en 2023-06-03.
Venta 652: sin registro de stock previo, se elimina.
Venta 653: sin registro de stock previo, se elimina.
Venta 654: sin registro de stock previo, se elimina.
Venta 655: sin registro de stock previo, se elimina.
Venta 656: sin registro de stock previo, se elimina.
Venta 657: sin registro de stock previo, se elimina.
Venta 658: stock insuficiente (0 < 2) en 2023-06-04.
Venta 659: sin registro de stock previo, se elimina.
Venta 660: sin registro de stock previo, se elimina.
Venta 661: sin registro de stock previo, se elimina.
Venta 662: sin registro de stock previo, se elimina.
Venta 663: stock insuficiente (0 < 2) en 2023-06-05.
Venta 664: sin registro de stock previo, se elimina.
Venta 665: sin registro de stock previo, se elimina.
Venta 666: sin registro de stock previo, se elimina.
Venta 667: sin registro de stock previo, se elimina.
Venta 668: stock insuficiente (0 < 3) en 2023-06-06.
Venta 669: sin registro de stock previo, se elimina.
Venta 670: sin registro de stock previo, se elimina.
Venta 671: sin registro de stock previo, se elimina.
Venta 672: sin registro de stock previo, se elimina.
Venta 673: stock insuficiente (0 < 2) en 2023-06-07.
Venta 674: sin registro de stock previo, se elimina.
Venta 675: sin registro de stock previo, se elimina.
Venta 676: sin registro de stock previo, se elimina.
Venta 677: sin registro de stock previo, se elimina.
Venta 678: stock insuficiente (0 < 1) en 2023-06-08.
Venta 679: sin registro de stock previo, se elimina.
Venta 680: sin registro de stock previo, se elimina.
Venta 681: sin registro de stock previo, se elimina.
Venta 682: sin registro de stock previo, se elimina.
Venta 683: sin registro de stock previo, se elimina.
Venta 684: sin registro de stock previo, se elimina.
Venta 685: sin registro de stock previo, se elimina.
Venta 686: stock insuficiente (0 < 3) en 2023-06-09.
Venta 687: sin registro de stock previo, se elimina.
Venta 688: sin registro de stock previo, se elimina.
Venta 689: sin registro de stock previo, se elimina.
Venta 690: sin registro de stock previo, se elimina.
Venta 691: sin registro de stock previo, se elimina.
Venta 692: sin registro de stock previo, se elimina.
Venta 693: stock insuficiente (0 < 1) en 2023-06-10.
Venta 694: sin registro de stock previo, se elimina.
Venta 695: sin registro de stock previo, se elimina.
Venta 696: sin registro de stock previo, se elimina.
Venta 697: sin registro de stock previo, se elimina.
Venta 698: sin registro de stock previo, se elimina.
Venta 699: stock insuficiente (0 < 2) en 2023-06-11.
Venta 700: sin registro de stock previo, se elimina.
Venta 701: sin registro de stock previo, se elimina.
Venta 702: sin registro de stock previo, se elimina.
Venta 703: sin registro de stock previo, se elimina.
Venta 704: stock insuficiente (0 < 2) en 2023-06-12.
Venta 705: sin registro de stock previo, se elimina.
Venta 706: sin registro de stock previo, se elimina.
Venta 707: sin registro de stock previo, se elimina.
Venta 708: sin registro de stock previo, se elimina.
Venta 709: sin registro de stock previo, se elimina.
Venta 710: sin registro de stock previo, se elimina.
Venta 711: sin registro de stock previo, se elimina.
Venta 712: sin registro de stock previo, se elimina.
Venta 713: sin registro de stock previo, se elimina.
Venta 714: sin registro de stock previo, se elimina.
Venta 715: stock insuficiente (0 < 2) en 2023-06-17.
Venta 716: sin registro de stock previo, se elimina.
Venta 717: sin registro de stock previo, se elimina.
Venta 718: sin registro de stock previo, se elimina.
Venta 719: sin registro de stock previo, se elimina.
Venta 720: sin registro de stock previo, se elimina.
Venta 721: stock insuficiente (0 < 1) en 2023-06-18.
Venta 722: sin registro de stock previo, se elimina.
Venta 723: sin registro de stock previo, se elimina.
Venta 724: sin registro de stock previo, se elimina.
Venta 725: sin registro de stock previo, se elimina.
Venta 726: stock insuficiente (0 < 6) en 2023-06-19.
Venta 727: sin registro de stock previo, se elimina.
Venta 728: sin registro de stock previo, se elimina.
Venta 729: sin registro de stock previo, se elimina.
Venta 730: sin registro de stock previo, se elimina.
Venta 731: stock insuficiente (0 < 2) en 2023-06-20.
Venta 732: sin registro de stock previo, se elimina.
Venta 733: sin registro de stock previo, se elimina.
Venta 734: sin registro de stock previo, se elimina.
Venta 735: sin registro de stock previo, se elimina.
Venta 736: stock insuficiente (0 < 1) en 2023-06-21.
Venta 737: sin registro de stock previo, se elimina.
Venta 738: sin registro de stock previo, se elimina.
Venta 739: sin registro de stock previo, se elimina.
Venta 740: stock insuficiente (0 < 2) en 2023-06-22.
Venta 741: sin registro de stock previo, se elimina.
Venta 742: sin registro de stock previo, se elimina.
Venta 743: stock insuficiente (0 < 6) en 2023-06-23.
Venta 744: sin registro de stock previo, se elimina.
Venta 745: sin registro de stock previo, se elimina.
Venta 746: sin registro de stock previo, se elimina.
Venta 747: sin registro de stock previo, se elimina.
Venta 748: sin registro de stock previo, se elimina.
Venta 749: sin registro de stock previo, se elimina.
Venta 750: sin registro de stock previo, se elimina.
Venta 751: sin registro de stock previo, se elimina.
Venta 752: sin registro de stock previo, se elimina.
Venta 753: sin registro de stock previo, se elimina.
Venta 754: sin registro de stock previo, se elimina.
Venta 755: sin registro de stock previo, se elimina.
Venta 756: sin registro de stock previo, se elimina.
Venta 757: sin registro de stock previo, se elimina.
Venta 758: sin registro de stock previo, se elimina.
Venta 759: sin registro de stock previo, se elimina.
Venta 760: sin registro de stock previo, se elimina.
Venta 761: sin registro de stock previo, se elimina.
Venta 762: sin registro de stock previo, se elimina.
Venta 763: sin registro de stock previo, se elimina.
Venta 764: sin registro de stock previo, se elimina.
Venta 765: stock insuficiente (0 < 2) en 2023-07-03.
Venta 766: sin registro de stock previo, se elimina.
Venta 767: sin registro de stock previo, se elimina.
Venta 768: sin registro de stock previo, se elimina.
Venta 769: sin registro de stock previo, se elimina.
Venta 770: sin registro de stock previo, se elimina.
Venta 771: sin registro de stock previo, se elimina.
Venta 772: sin registro de stock previo, se elimina.
Venta 773: sin registro de stock previo, se elimina.
Venta 774: sin registro de stock previo, se elimina.
Venta 775: stock insuficiente (0 < 1) en 2023-07-04.
Venta 776: sin registro de stock previo, se elimina.
Venta 777: sin registro de stock previo, se elimina.
Venta 778: sin registro de stock previo, se elimina.
Venta 779: sin registro de stock previo, se elimina.
Venta 780: sin registro de stock previo, se elimina.
Venta 781: sin registro de stock previo, se elimina.
Venta 782: sin registro de stock previo, se elimina.
Venta 783: stock insuficiente (0 < 1) en 2023-07-05.
Venta 784: sin registro de stock previo, se elimina.
Venta 785: sin registro de stock previo, se elimina.
Venta 786: sin registro de stock previo, se elimina.
Venta 787: sin registro de stock previo, se elimina.
Venta 788: sin registro de stock previo, se elimina.
Venta 789: sin registro de stock previo, se elimina.
Venta 790: stock insuficiente (0 < 3) en 2023-07-06.
Venta 791: sin registro de stock previo, se elimina.
Venta 792: sin registro de stock previo, se elimina.
Venta 793: sin registro de stock previo, se elimina.
Venta 794: sin registro de stock previo, se elimina.
Venta 795: sin registro de stock previo, se elimina.
Venta 796: stock insuficiente (0 < 2) en 2023-07-07.
Venta 797: sin registro de stock previo, se elimina.
Venta 798: sin registro de stock previo, se elimina.
Venta 799: sin registro de stock previo, se elimina.
Venta 800: sin registro de stock previo, se elimina.
Venta 801: stock insuficiente (0 < 3) en 2023-07-08.
Venta 802: sin registro de stock previo, se elimina.
Venta 803: sin registro de stock previo, se elimina.
Venta 804: sin registro de stock previo, se elimina.
Venta 805: sin registro de stock previo, se elimina.
Venta 806: stock insuficiente (0 < 3) en 2023-07-09.
Venta 807: sin registro de stock previo, se elimina.
Venta 808: sin registro de stock previo, se elimina.
Venta 809: sin registro de stock previo, se elimina.
Venta 810: sin registro de stock previo, se elimina.
Venta 811: sin registro de stock previo, se elimina.
Venta 812: stock insuficiente (0 < 2) en 2023-07-10.
Venta 813: sin registro de stock previo, se elimina.
Venta 814: sin registro de stock previo, se elimina.
Venta 815: sin registro de stock previo, se elimina.
Venta 816: sin registro de stock previo, se elimina.
Venta 817: sin registro de stock previo, se elimina.
Venta 818: stock insuficiente (0 < 2) en 2023-07-11.
Venta 819: sin registro de stock previo, se elimina.
Venta 820: sin registro de stock previo, se elimina.
Venta 821: sin registro de stock previo, se elimina.
Venta 822: stock insuficiente (0 < 1) en 2023-07-12.
Venta 823: sin registro de stock previo, se elimina.
Venta 824: sin registro de stock previo, se elimina.
Venta 825: sin registro de stock previo, se elimina.
Venta 826: sin registro de stock previo, se elimina.
Venta 827: sin registro de stock previo, se elimina.
Venta 828: sin registro de stock previo, se elimina.
Venta 829: sin registro de stock previo, se elimina.
Venta 830: sin registro de stock previo, se elimina.
Venta 831: stock insuficiente (0 < 4) en 2023-07-17.
Venta 832: sin registro de stock previo, se elimina.
Venta 833: sin registro de stock previo, se elimina.
Venta 834: sin registro de stock previo, se elimina.
Venta 835: sin registro de stock previo, se elimina.
Venta 836: sin registro de stock previo, se elimina.
Venta 837: stock insuficiente (0 < 5) en 2023-07-18.
Venta 838: sin registro de stock previo, se elimina.
Venta 839: sin registro de stock previo, se elimina.
Venta 840: sin registro de stock previo, se elimina.
Venta 841: sin registro de stock previo, se elimina.
Venta 842: stock insuficiente (0 < 1) en 2023-07-19.
Venta 843: sin registro de stock previo, se elimina.
Venta 844: sin registro de stock previo, se elimina.
Venta 845: sin registro de stock previo, se elimina.
Venta 846: sin registro de stock previo, se elimina.
Venta 847: stock insuficiente (0 < 5) en 2023-07-20.
Venta 848: sin registro de stock previo, se elimina.
Venta 849: sin registro de stock previo, se elimina.
Venta 850: sin registro de stock previo, se elimina.
Venta 851: sin registro de stock previo, se elimina.
Venta 852: stock insuficiente (0 < 5) en 2023-07-21.
Venta 853: sin registro de stock previo, se elimina.
Venta 854: sin registro de stock previo, se elimina.
Venta 855: sin registro de stock previo, se elimina.
Venta 856: sin registro de stock previo, se elimina.
Venta 857: sin registro de stock previo, se elimina.
Venta 858: sin registro de stock previo, se elimina.
Venta 859: sin registro de stock previo, se elimina.
Venta 860: sin registro de stock previo, se elimina.
Venta 861: sin registro de stock previo, se elimina.
Venta 862: sin registro de stock previo, se elimina.
Venta 863: sin registro de stock previo, se elimina.
Venta 864: sin registro de stock previo, se elimina.
Venta 865: sin registro de stock previo, se elimina.
Venta 866: sin registro de stock previo, se elimina.
Venta 867: sin registro de stock previo, se elimina.
Venta 868: sin registro de stock previo, se elimina.
Venta 869: sin registro de stock previo, se elimina.
Venta 870: sin registro de stock previo, se elimina.
Venta 871: sin registro de stock previo, se elimina.
Venta 872: sin registro de stock previo, se elimina.
Venta 873: sin registro de stock previo, se elimina.
Venta 874: sin registro de stock previo, se elimina.
Venta 875: sin registro de stock previo, se elimina.
Venta 876: sin registro de stock previo, se elimina.
Venta 877: sin registro de stock previo, se elimina.
Venta 878: sin registro de stock previo, se elimina.
Venta 879: sin registro de stock previo, se elimina.
Venta 880: sin registro de stock previo, se elimina.
Venta 881: sin registro de stock previo, se elimina.
Venta 882: sin registro de stock previo, se elimina.
